Profit,Segment,Category
$9.76,Consumer,Office Supplies
$6.17,Consumer,Office Supplies
$8.07,Consumer,Office Supplies
$79.76,Corporate,Office Supplies
$7.68,Consumer,Office Supplies
$8.69,Corporate,Office Supplies
$6.22,Consumer,Office Supplies
$15.48,Corporate,Office Supplies
$35.05,Corporate,Office Supplies
$7.22,Consumer,Office Supplies
$50.37,Consumer,Office Supplies
$3.63,Consumer,Office Supplies
$3.85,Corporate,Office Supplies
$23.56,Corporate,Office Supplies
$50.33,Consumer,Office Supplies
$72.43,Consumer,Office Supplies
$10.18,Consumer,Office Supplies
$29.45,Consumer,Office Supplies
$636.00,Consumer,Technology
$1.91,Consumer,Technology
$91.77,Consumer,Furniture
$7.34,Corporate,Furniture
$27.31,Consumer,Furniture
$66.95,Home Office,Technology
$13.43,Consumer,Furniture
$11.03,Home Office,Furniture
$4.29,Consumer,Technology
$11.17,Consumer,Furniture
$14.90,Consumer,Furniture
$1.11,Consumer,Furniture
$29.00,Corporate,Technology
$14.67,Corporate,Furniture
$63.78,Consumer,Technology
$20.77,Consumer,Technology
$9.56,Consumer,Furniture
$21.79,Consumer,Technology
$146.77,Consumer,Technology
$11.18,Consumer,Furniture
$6.48,Corporate,Technology
$115.18,Corporate,Technology
$1.97,Consumer,Furniture
$15.63,Corporate,Furniture
$176.79,Consumer,Technology
$29.15,Consumer,Furniture
$15.37,Consumer,Furniture
$15.49,Consumer,Furniture
$87.89,Home Office,Technology
$95.20,Consumer,Technology
$33.94,Consumer,Furniture
$4.45,Home Office,Technology
$12.63,Corporate,Furniture
$35.16,Consumer,Technology
$35.00,Corporate,Technology
$601.97,Consumer,Technology
$57.59,Consumer,Technology
$26.40,Home Office,Technology
$21.99,Consumer,Technology
$69.99,Consumer,Technology
$13.79,Home Office,Technology
$44.00,Corporate,Technology
$18.06,Corporate,Technology
$118.98,Corporate,Technology
$52.49,Consumer,Technology
$3.48,Corporate,Technology
$27.37,Consumer,Technology
$15.22,Consumer,Technology
$85.49,Home Office,Technology
$34.99,Consumer,Technology
$3.90,Corporate,Technology
$139.99,Home Office,Technology
$25.19,Consumer,Technology
$12.96,Consumer,Technology
$43.60,Consumer,Technology
$19.74,Consumer,Technology
$15.10,Corporate,Technology
$29.03,Consumer,Technology
$177.59,Consumer,Technology
$39.89,Corporate,Technology
$45.59,Corporate,Technology
$31.49,Corporate,Technology
$7.81,Consumer,Technology
$46.80,Consumer,Technology
$3.77,Home Office,Technology
$20.70,Consumer,Furniture
$81.84,Consumer,Furniture
$22.87,Consumer,Furniture
$272.79,Home Office,Furniture
$6.22,Consumer,Furniture
$53.20,Consumer,Furniture
$62.74,Home Office,Furniture
$12.83,Home Office,Furniture
$3.69,Consumer,Furniture
$73.32,Consumer,Furniture
$10.51,Corporate,Furniture
$4.33,Consumer,Furniture
$7.58,Corporate,Furniture
$10.39,Consumer,Furniture
$15.47,Consumer,Furniture
$99.23,Corporate,Furniture
$106.54,Home Office,Furniture
$54.34,Consumer,Furniture
$63.68,Home Office,Furniture
$26.65,Home Office,Furniture
$10.51,Home Office,Furniture
$20.73,Consumer,Furniture
$4.51,Consumer,Furniture
$4.44,Consumer,Furniture
$37.41,Corporate,Furniture
$28.14,Consumer,Furniture
$12.68,Consumer,Furniture
$9.03,Consumer,Furniture
$122.76,Consumer,Furniture
$10.06,Corporate,Furniture
$6.90,Corporate,Furniture
$19.77,Consumer,Furniture
$15.53,Consumer,Furniture
$5.66,Corporate,Furniture
$3.35,Home Office,Furniture
$12.86,Consumer,Furniture
$21.65,Consumer,Furniture
$91.77,Home Office,Furniture
$21.75,Consumer,Furniture
$2.79,Home Office,Furniture
$9.32,Corporate,Furniture
$18.46,Consumer,Furniture
$26.54,Consumer,Furniture
$7.97,Consumer,Furniture
$14.43,Home Office,Furniture
$34.41,Corporate,Furniture
$49.80,Consumer,Furniture
$7.91,Consumer,Furniture
$5.19,Consumer,Furniture
$14.57,Consumer,Furniture
$26.97,Corporate,Furniture
$39.56,Consumer,Furniture
$107.04,Home Office,Furniture
$1.60,Home Office,Furniture
$15.53,Consumer,Furniture
$202.25,Consumer,Furniture
$10.91,Consumer,Furniture
$10.41,Consumer,Furniture
$19.47,Home Office,Furniture
$14.14,Consumer,Furniture
$55.39,Corporate,Furniture
$24.88,Corporate,Furniture
$12.06,Corporate,Furniture
$15.63,Consumer,Furniture
$3.46,Consumer,Office Supplies
$1.97,Consumer,Office Supplies
$18.45,Consumer,Office Supplies
$20.16,Consumer,Office Supplies
$21.03,Corporate,Office Supplies
$6.71,Corporate,Office Supplies
$1.55,Corporate,Office Supplies
$3.58,Corporate,Office Supplies
$25.90,Consumer,Office Supplies
$310.99,Corporate,Office Supplies
$2.19,Consumer,Office Supplies
$85.90,Consumer,Office Supplies
$12.60,Consumer,Office Supplies
$1.34,Corporate,Office Supplies
$34.96,Corporate,Office Supplies
$4.91,Consumer,Office Supplies
$92.08,Consumer,Office Supplies
$1.51,Corporate,Office Supplies
$15.64,Consumer,Office Supplies
$5.66,Consumer,Office Supplies
$9.72,Consumer,Office Supplies
$14.80,Consumer,Office Supplies
$7.08,Corporate,Office Supplies
$196.61,Corporate,Office Supplies
$111.82,Corporate,Office Supplies
$11.82,Corporate,Office Supplies
$290.01,Corporate,Office Supplies
$1.25,Corporate,Office Supplies
$93.06,Corporate,Office Supplies
$14.23,Consumer,Office Supplies
$6.87,Consumer,Office Supplies
$8.67,Consumer,Office Supplies
$2.65,Corporate,Office Supplies
$1.26,Consumer,Office Supplies
$8.03,Consumer,Office Supplies
$8.02,Consumer,Office Supplies
$12.65,Consumer,Office Supplies
$10.03,Home Office,Office Supplies
$60.49,Consumer,Office Supplies
$15.27,Home Office,Office Supplies
$1.45,Home Office,Office Supplies
$3.52,Home Office,Office Supplies
$2.24,Home Office,Office Supplies
$45.77,Consumer,Office Supplies
$4.49,Consumer,Office Supplies
$3.18,Corporate,Office Supplies
$2.06,Consumer,Office Supplies
$33.58,Consumer,Office Supplies
$6.79,Consumer,Office Supplies
$110.05,Consumer,Office Supplies
$10.87,Home Office,Office Supplies
$1.80,Corporate,Office Supplies
$35.33,Consumer,Office Supplies
$48.96,Consumer,Office Supplies
$4.23,Consumer,Office Supplies
$4.96,Consumer,Office Supplies
$54.95,Consumer,Office Supplies
$24.84,Consumer,Office Supplies
$13.21,Corporate,Office Supplies
$8.64,Consumer,Office Supplies
$3.25,Consumer,Office Supplies
$96.58,Corporate,Office Supplies
$8.24,Corporate,Office Supplies
$17.75,Corporate,Office Supplies
$2.73,Consumer,Office Supplies
$37.00,Consumer,Office Supplies
$8.30,Consumer,Office Supplies
$0.98,Consumer,Office Supplies
$15.76,Home Office,Office Supplies
$78.51,Home Office,Office Supplies
$7.49,Home Office,Office Supplies
$38.29,Home Office,Office Supplies
$4.22,Home Office,Office Supplies
$0.17,Home Office,Office Supplies
$22.63,Home Office,Office Supplies
$28.09,Consumer,Office Supplies
$85.98,Consumer,Office Supplies
$6.07,Home Office,Office Supplies
$0.63,Consumer,Office Supplies
$0.87,Consumer,Office Supplies
$125.14,Corporate,Office Supplies
$3.63,Corporate,Office Supplies
$1.79,Consumer,Office Supplies
$2.40,Corporate,Office Supplies
$0.84,Consumer,Office Supplies
$18.97,Consumer,Office Supplies
$13.89,Consumer,Office Supplies
$3.60,Consumer,Office Supplies
$13.45,Consumer,Office Supplies
$6.66,Consumer,Office Supplies
$6.25,Consumer,Office Supplies
$15.72,Consumer,Office Supplies
$0.65,Home Office,Office Supplies
$15.83,Consumer,Office Supplies
$3.60,Consumer,Office Supplies
$28.95,Corporate,Office Supplies
$0.00,Corporate,Office Supplies
$0.79,Corporate,Office Supplies
$7.95,Corporate,Office Supplies
$152.02,Consumer,Office Supplies
$0.60,Consumer,Office Supplies
$7.45,Consumer,Office Supplies
$16.80,Consumer,Office Supplies
$25.44,Consumer,Office Supplies
$26.87,Corporate,Office Supplies
$55.91,Consumer,Office Supplies
$30.01,Consumer,Office Supplies
$3.18,Consumer,Office Supplies
$3.74,Consumer,Office Supplies
$93.70,Consumer,Office Supplies
$44.98,Corporate,Office Supplies
$197.35,Corporate,Office Supplies
$1.51,Corporate,Office Supplies
$0.00,Consumer,Office Supplies
$1.79,Consumer,Office Supplies
$70.22,Corporate,Office Supplies
$459.40,Corporate,Office Supplies
$2.88,Corporate,Office Supplies
$99.90,Consumer,Office Supplies
$1.17,Home Office,Office Supplies
$2.11,Home Office,Office Supplies
$6.06,Consumer,Office Supplies
$2.01,Consumer,Office Supplies
$24.19,Consumer,Office Supplies
$1.69,Corporate,Office Supplies
$105.28,Consumer,Office Supplies
$7.22,Consumer,Office Supplies
$18.69,Consumer,Office Supplies
$4.12,Corporate,Office Supplies
$4.54,Corporate,Office Supplies
$77.48,Consumer,Office Supplies
$334.11,Home Office,Office Supplies
$44.60,Consumer,Office Supplies
$0.61,Consumer,Office Supplies
$31.93,Consumer,Office Supplies
$3.55,Consumer,Office Supplies
$25.79,Corporate,Office Supplies
$3.72,Consumer,Office Supplies
$65.44,Consumer,Office Supplies
$5.75,Home Office,Office Supplies
$2.33,Consumer,Office Supplies
$20.86,Consumer,Office Supplies
$41.29,Consumer,Office Supplies
$44.40,Consumer,Office Supplies
$13.79,Corporate,Office Supplies
$2.96,Home Office,Office Supplies
$3.62,Home Office,Office Supplies
$13.89,Home Office,Office Supplies
$2.96,Home Office,Office Supplies
$5.92,Consumer,Office Supplies
$7.31,Consumer,Office Supplies
$11.68,Corporate,Office Supplies
$654.76,Corporate,Office Supplies
$140.55,Corporate,Office Supplies
$6.85,Corporate,Office Supplies
$4.11,Corporate,Office Supplies
$3.80,Corporate,Office Supplies
$160.62,Corporate,Office Supplies
$9.88,Home Office,Office Supplies
$42.36,Consumer,Office Supplies
$0.41,Consumer,Office Supplies
$2.07,Consumer,Office Supplies
$7.39,Corporate,Office Supplies
$11.35,Corporate,Office Supplies
$4.07,Consumer,Office Supplies
$7.27,Consumer,Office Supplies
$8.69,Corporate,Office Supplies
$22.20,Corporate,Office Supplies
$6.15,Consumer,Office Supplies
$222.59,Home Office,Office Supplies
$11.23,Home Office,Office Supplies
$412.47,Consumer,Office Supplies
$11.08,Consumer,Office Supplies
$2.34,Consumer,Office Supplies
$6.72,Corporate,Office Supplies
$9.00,Consumer,Office Supplies
$35.99,Consumer,Office Supplies
$16.30,Consumer,Office Supplies
$1.19,Consumer,Office Supplies
$28.22,Consumer,Office Supplies
$14.80,Consumer,Office Supplies
$2.29,Consumer,Office Supplies
$1.67,Consumer,Office Supplies
$16.27,Corporate,Office Supplies
$14.90,Corporate,Office Supplies
$29.96,Consumer,Office Supplies
$13.30,Consumer,Office Supplies
$72.95,Consumer,Office Supplies
$9.62,Consumer,Office Supplies
$16.66,Consumer,Office Supplies
$26.27,Corporate,Office Supplies
$48.54,Corporate,Office Supplies
$4.75,Corporate,Office Supplies
$4.06,Corporate,Office Supplies
$78.75,Consumer,Office Supplies
$9.76,Consumer,Office Supplies
$18.66,Corporate,Office Supplies
$6.22,Corporate,Office Supplies
$69.71,Consumer,Office Supplies
$11.23,Consumer,Office Supplies
$9.33,Corporate,Office Supplies
$22.44,Consumer,Office Supplies
$4.75,Corporate,Office Supplies
$12.31,Corporate,Office Supplies
$19.67,Consumer,Office Supplies
$9.39,Consumer,Office Supplies
$73.54,Consumer,Office Supplies
$150.98,Home Office,Office Supplies
$15.07,Home Office,Office Supplies
$6.22,Home Office,Office Supplies
$6.22,Home Office,Office Supplies
$28.86,Consumer,Office Supplies
$2.32,Home Office,Office Supplies
$56.98,Corporate,Office Supplies
$6.22,Consumer,Office Supplies
$114.94,Consumer,Office Supplies
$6.22,Corporate,Office Supplies
$46.12,Consumer,Office Supplies
$6.32,Home Office,Office Supplies
$11.88,Consumer,Office Supplies
$13.46,Consumer,Office Supplies
$18.66,Consumer,Office Supplies
$36.93,Home Office,Office Supplies
$15.55,Corporate,Office Supplies
$6.35,Corporate,Office Supplies
$12.83,Corporate,Office Supplies
$9.62,Corporate,Office Supplies
$16.40,Consumer,Office Supplies
$15.34,Corporate,Office Supplies
$21.77,Consumer,Office Supplies
$6.35,Home Office,Office Supplies
$13.94,Consumer,Office Supplies
$2.69,Consumer,Office Supplies
$15.41,Consumer,Office Supplies
$9.33,Consumer,Office Supplies
$3.85,Home Office,Office Supplies
$45.98,Home Office,Office Supplies
$15.55,Consumer,Office Supplies
$3.85,Corporate,Office Supplies
$5.86,Corporate,Office Supplies
$4.39,Corporate,Office Supplies
$83.65,Corporate,Office Supplies
$6.22,Corporate,Office Supplies
$9.66,Corporate,Office Supplies
$21.01,Home Office,Office Supplies
$53.26,Home Office,Office Supplies
$5.97,Home Office,Office Supplies
$7.02,Corporate,Office Supplies
$84.05,Corporate,Office Supplies
$9.33,Corporate,Office Supplies
$22.99,Home Office,Office Supplies
$11.54,Consumer,Office Supplies
$19.18,Consumer,Office Supplies
$9.33,Consumer,Office Supplies
$6.22,Consumer,Office Supplies
$6.22,Corporate,Office Supplies
$10.73,Consumer,Office Supplies
$5.12,Consumer,Office Supplies
$100.66,Corporate,Office Supplies
$13.48,Consumer,Office Supplies
$13.32,Consumer,Office Supplies
$240.26,Consumer,Furniture
$165.38,Consumer,Furniture
$136.94,Corporate,Furniture
$21.10,Corporate,Furniture
$231.41,Corporate,Furniture
$311.65,Consumer,Furniture
$356.04,Consumer,Furniture
$146.40,Home Office,Furniture
$75.66,Consumer,Furniture
$493.79,Home Office,Furniture
$100.12,Home Office,Furniture
$118.66,Consumer,Furniture
$67.94,Home Office,Furniture
$116.87,Consumer,Furniture
$44.71,Consumer,Furniture
$113.49,Consumer,Furniture
$245.02,Consumer,Furniture
$62.91,Home Office,Furniture
$20.58,Consumer,Furniture
$215.12,Consumer,Furniture
$70.01,Consumer,Furniture
$22.35,Consumer,Furniture
$80.37,Corporate,Furniture
$250.31,Home Office,Furniture
$239.91,Consumer,Furniture
$36.40,Home Office,Furniture
$111.10,Home Office,Furniture
$70.01,Home Office,Furniture
$300.74,Corporate,Furniture
$388.81,Consumer,Furniture
$200.49,Corporate,Furniture
$200.49,Consumer,Furniture
$160.18,Corporate,Furniture
$148.14,Consumer,Furniture
$160.16,Consumer,Furniture
$54.78,Consumer,Furniture
$88.73,Home Office,Furniture
$111.10,Corporate,Furniture
$386.84,Corporate,Furniture
$399.30,Home Office,Furniture
$75.37,Consumer,Furniture
$104.75,Consumer,Furniture
$45.29,Consumer,Furniture
$316.14,Corporate,Furniture
$111.77,Home Office,Furniture
$173.24,Home Office,Furniture
$629.01,Consumer,Furniture
$60.66,Consumer,Furniture
$39.44,Corporate,Furniture
$314.06,Consumer,Furniture
$401.81,Home Office,Furniture
$320.32,Corporate,Furniture
$67.06,Home Office,Furniture
$112.35,Corporate,Furniture
$329.41,Corporate,Furniture
$157.13,Corporate,Furniture
$98.52,Consumer,Furniture
$106.62,Consumer,Furniture
$366.63,Home Office,Furniture
$63.11,Home Office,Furniture
$241.10,Corporate,Furniture
$158.53,Consumer,Furniture
$97.20,Consumer,Furniture
$259.53,Corporate,Furniture
$45.37,Corporate,Furniture
$334.55,Corporate,Furniture
$346.04,Consumer,Furniture
$350.43,Corporate,Furniture
$94.93,Corporate,Furniture
$58.42,Consumer,Furniture
$610.86,Corporate,Furniture
$22.35,Consumer,Furniture
$41.91,Consumer,Furniture
$271.42,Corporate,Furniture
$701.99,Consumer,Technology
$30.10,Home Office,Technology
"$1,379.98",Home Office,Technology
$18.70,Home Office,Furniture
$648.56,Consumer,Technology
"$2,400.97",Consumer,Technology
$209.99,Consumer,Technology
$4.34,Home Office,Furniture
$52.80,Home Office,Furniture
"$1,459.20",Corporate,Technology
$190.08,Consumer,Technology
$203.56,Consumer,Furniture
"$1,480.47",Corporate,Technology
$23.32,Consumer,Furniture
$39.75,Consumer,Furniture
$41.13,Home Office,Furniture
$79.19,Consumer,Furniture
$38.00,Consumer,Furniture
$60.39,Home Office,Furniture
$13.92,Home Office,Furniture
$140.69,Consumer,Furniture
$77.58,Corporate,Furniture
$56.99,Consumer,Furniture
$56.39,Consumer,Furniture
$374.63,Consumer,Furniture
$31.09,Corporate,Furniture
$50.83,Corporate,Furniture
$41.17,Consumer,Furniture
$83.25,Corporate,Furniture
$209.24,Consumer,Technology
$314.99,Corporate,Technology
$24.20,Corporate,Furniture
$97.46,Consumer,Furniture
$239.99,Consumer,Technology
$449.99,Home Office,Technology
$172.48,Consumer,Furniture
"$1,416.80",Consumer,Technology
$20.93,Corporate,Furniture
$90.29,Consumer,Technology
$20.49,Corporate,Furniture
"$5,039.99",Consumer,Technology
$41.86,Consumer,Furniture
"$2,365.98",Corporate,Technology
$75.74,Corporate,Furniture
$751.96,Consumer,Technology
$38.27,Corporate,Furniture
$82.34,Consumer,Furniture
$48.12,Home Office,Furniture
$275.00,Home Office,Technology
$296.07,Consumer,Technology
$259.89,Corporate,Furniture
$57.49,Home Office,Furniture
$36.29,Consumer,Furniture
$24.12,Home Office,Technology
$235.95,Corporate,Furniture
"$1,439.98",Corporate,Technology
$41.39,Consumer,Furniture
$185.26,Corporate,Furniture
$234.00,Corporate,Technology
$275.00,Home Office,Technology
$126.23,Consumer,Furniture
$88.73,Consumer,Furniture
$31.01,Consumer,Technology
$33.87,Consumer,Furniture
$899.98,Corporate,Technology
$118.37,Corporate,Technology
$69.68,Consumer,Furniture
$53.24,Corporate,Furniture
$22.65,Consumer,Technology
$31.04,Consumer,Furniture
"$8,399.98",Corporate,Technology
$407.13,Corporate,Furniture
$25.51,Consumer,Furniture
$41.17,Consumer,Furniture
$125.58,Consumer,Furniture
$449.99,Home Office,Technology
$629.99,Consumer,Technology
$7.77,Consumer,Furniture
$101.65,Corporate,Furniture
"$2,591.96",Home Office,Technology
$32.49,Home Office,Furniture
$78.65,Home Office,Furniture
$467.99,Home Office,Technology
$39.75,Corporate,Furniture
"$6,719.98",Consumer,Technology
$449.99,Consumer,Technology
$291.38,Consumer,Furniture
$90.00,Consumer,Technology
